Direction,YYYYMM,Foreign Initial Country,HS Code 2 Digit,TEUS
I,201809,ARGENTINA,11,5
I,201809,BAHAMAS,90,4
I,201809,BELIZE,3,2.75
I,201809,BELIZE,21,4
I,201809,BRAZIL,93,4
I,201809,COLOMBIA,85,7.75
I,201809,COSTA RICA,17,5.5
I,201809,COSTA RICA,34,5.38
I,201809,ECUADOR,21,0.02
I,201809,GERMANY,9,4
I,201809,GERMANY,86,7
I,201809,GUATEMALA,55,1.02
I,201809,HONDURAS,5,0.61
I,201809,HONDURAS,38,14.75
I,201809,ITALY,89,81.31
I,201809,LEEWARD AND WINDWARD,3,1
I,201809,NETHERLANDS,22,368.1
I,201809,PANAMA,90,1.1
I,201809,PORTUGAL,7,41.17
I,201809,TRINIDAD AND TOBAGO,21,5
I,201809,TRINIDAD AND TOBAGO,39,0.41
I,201809,TURKEY,76,4
I,201809,UNITED KINGDOM,97,2
I,201809,VENEZUELA,42,1
I,201809,VENEZUELA,83,2
I,201809,AUSTRALIA,87,2
I,201809,BAHAMAS,40,8
I,201809,BRAZIL,39,31.64
I,201809,CAYMAN ISLANDS,,4.98
I,201809,COSTA RICA,85,18.28
I,201809,COSTA RICA,94,64.1
I,201809,DOMINICAN REPUBLIC,69,18.25
I,201809,ECUADOR,41,0.44
I,201809,GUATEMALA,63,35.78
I,201809,HAITI,72,2
I,201809,ITALY,39,7.5
I,201809,ITALY,82,2.55
I,201809,JAMAICA,34,1.17
I,201809,NICARAGUA,2,68
I,201809,PANAMA,40,0.1
I,201809,PERU,70,2.25
I,201809,SPAIN-S,6,2
I,201809,SPAIN-S,42,1
I,201809,SPAIN-S,44,14
I,201809,SPAIN-S,90,2.19
I,201809,UNITED KINGDOM,3,3
I,201809,UNITED KINGDOM,34,0.16
I,201809,UNITED KINGDOM,89,8.12
I,201809,UNITED KINGDOM,95,4.49
I,201809,VENEZUELA,94,5.05
I,201809,BELGIUM,3,4
I,201809,BELGIUM,95,5.42
I,201809,BRAZIL,17,0.11
I,201809,BRAZIL,18,1
I,201809,BRAZIL,82,3
I,201809,COLOMBIA,15,9.05
I,201809,COLOMBIA,68,22.45
I,201809,COSTA RICA,72,5
I,201809,COSTA RICA,,103.84
I,201809,DOMINICAN REPUBLIC,8,44.49
I,201809,ECUADOR,40,3.9
I,201809,GERMANY,22,100.54
I,201809,GERMANY,44,25
I,201809,GERMANY,83,2
I,201809,GUATEMALA,30,0.29
I,201809,GUATEMALA,95,5.5
I,201809,HAITI,,9.37
I,201809,HONDURAS,29,0.32
I,201809,HONDURAS,68,4.5
I,201809,HONDURAS,73,14.29
I,201809,HONDURAS,84,26.27
I,201809,ITALY,18,2
I,201809,JAMAICA,85,2
I,201809,MEXICO,48,1.75
I,201809,SPAIN-S,33,8.5
I,201809,SPAIN-S,96,1.75
I,201809,UNITED KINGDOM,38,1.1
I,201809,VENEZUELA,27,10
I,201809,VENEZUELA,,32.18
I,201809,VIRGIN ISLAND,,26.1
I,201809,ARGENTINA,87,5
I,201809,ARGENTINA,90,4
I,201809,BAHAMAS,35,1.75
I,201809,BELGIUM,38,3.15
I,201809,BRAZIL,38,6.5
I,201809,BRAZIL,85,21.82
I,201809,CAYMAN ISLANDS,69,1.75
I,201809,CHILE,44,100
I,201809,CHILE,49,0.52
I,201809,COLOMBIA,14,2
I,201809,DOMINICAN REPUBLIC,24,118.99
I,201809,DOMINICAN REPUBLIC,40,4.46
I,201809,DOMINICAN REPUBLIC,48,8.82
I,201809,GERMANY,18,22.54
I,201809,GERMANY,75,1
I,201809,GERMANY,87,6
I,201809,HAITI,15,0.59
I,201809,INDIA,,1
I,201809,ITALY,38,2
I,201809,ITALY,85,1.55
I,201809,JAMAICA,27,2
I,201809,NETHERLANDS,28,2.44
I,201809,NETHERLANDS,29,0.91
I,201809,NETHERLANDS ANTILLES,84,11.25
I,201809,PEOPLES REP OF CHINA,87,1
I,201809,SPAIN-S,27,2
I,201809,SPAIN-S,35,0.19
I,201809,SPAIN-S,,31.54
I,201809,UNITED KINGDOM,12,0.07
I,201809,VIRGIN ISLAND,15,1
I,201809,BAHAMAS,34,2
I,201809,BAHAMAS,46,2
I,201809,BAHAMAS,64,1
I,201809,BRAZIL,47,0.93
I,201809,BRAZIL,,77.78
I,201809,CHILE,33,7
I,201809,COLOMBIA,90,2
I,201809,GERMANY,33,2
I,201809,GERMANY,,49
I,201809,GREECE,25,2
I,201809,HONDURAS,13,2.93
I,201809,HONDURAS,76,14.75
I,201809,JAMAICA,9,0.4
I,201809,NICARAGUA,10,1.05
I,201809,PANAMA,6,2
I,201809,PANAMA,42,2.43
I,201809,PERU,25,16
I,201809,PORTUGAL,70,32.01
I,201809,SPAIN-S,89,9.98
I,201809,TRINIDAD AND TOBAGO,29,0.71
I,201809,TRINIDAD AND TOBAGO,89,2.65
I,201809,VENEZUELA,69,2
I,201809,VIRGIN ISLAND,81,4
I,201809,VIRGIN ISLAND,94,2.85
I,201809,BAHAMAS,94,30.61
I,201809,BELGIUM,88,4
I,201809,BELIZE,8,12
I,201809,BRAZIL,68,48.13
I,201809,COLOMBIA,40,5
I,201809,ECUADOR,16,2
I,201809,GERMANY,89,14.5
I,201809,GUATEMALA,9,2.9
I,201809,GUATEMALA,84,3.43
I,201809,GUATEMALA,86,0
I,201809,HAITI,48,2
I,201809,HONDURAS,54,2.82
I,201809,HONDURAS,87,21.58
I,201809,ITALY,15,35.35
I,201809,ITALY,68,9.75
I,201809,JAMAICA,15,0.88
I,201809,MEXICO,44,1.75
I,201809,NETHERLANDS,12,0.91
I,201809,PANAMA,83,1.1
I,201809,PANAMA,94,8.5
I,201809,PERU,85,1
I,201809,PERU,94,10
I,201809,SPAIN-S,34,2
I,201809,TRINIDAD AND TOBAGO,95,0.52
I,201809,VIRGIN ISLAND,72,46
I,201809,VIRGIN ISLAND,76,2
I,201809,BAHAMAS,7,14.33
I,201809,BAHAMAS,10,5
I,201809,BAHAMAS,72,9
I,201809,BELGIUM,9,54
I,201809,CHILE,17,1
I,201809,COSTA RICA,40,174.9
I,201809,COSTA RICA,70,0.04
I,201809,DOMINICAN REPUBLIC,42,46.99
I,201809,DOMINICAN REPUBLIC,65,0.4
I,201809,ITALY,14,3
I,201809,JAMAICA,22,0.2
I,201809,PANAMA,10,1
I,201809,PANAMA,47,52
I,201809,PANAMA,72,6.22
I,201809,PANAMA,,26.1
I,201809,PERU,7,133.27
I,201809,TURKS AND CAICOS IS,86,96
I,201809,VIRGIN ISLAND,48,2
I,201809,ARGENTINA,94,10
I,201809,BAHAMAS,20,68.42
I,201809,BAHAMAS,62,6
I,201809,BELIZE,86,0.5
I,201809,BRAZIL,48,433.72
I,201809,COLOMBIA,39,47.06
I,201809,COLOMBIA,56,0.05
I,201809,ECUADOR,76,24
I,201809,ESTONIA,95,2
I,201809,GERMANY,85,22
I,201809,GUATEMALA,8,750.76
I,201809,GUATEMALA,44,39
I,201809,GUATEMALA,52,5.5
I,201809,GUATEMALA,90,34.35
I,201809,HONDURAS,2,48.41
I,201809,HONDURAS,19,6.26
I,201809,HONDURAS,21,20.26
I,201809,ITALY,57,0.11
I,201809,ITALY,71,1
I,201809,ITALY,90,4.25
I,201809,NETHERLANDS,9,2
I,201809,PANAMA,73,0.2
I,201809,POLAND,70,2
I,201809,PORTUGAL,16,0.2
I,201809,PORTUGAL,25,321.87
I,201809,PORTUGAL,34,5
I,201809,SPAIN-S,7,64
I,201809,SPAIN-S,72,1
I,201809,UNITED KINGDOM,44,7.63
I,201809,UNITED KINGDOM,57,1
I,201809,UNITED KINGDOM,87,11.05
I,201809,ARGENTINA,85,2
I,201809,BAHAMAS,19,2.02
I,201809,BAHAMAS,21,11.76
I,201809,BELGIUM,76,6
I,201809,BELGIUM,87,4.1
I,201809,BELIZE,20,1.75
I,201809,BRAZIL,40,6
I,201809,BRAZIL,70,2
I,201809,CHILE,7,6
I,201809,CHILE,47,32
I,201809,COLOMBIA,6,84.37
I,201809,COLOMBIA,42,6.02
I,201809,COLOMBIA,58,0.22
I,201809,COLOMBIA,83,1
I,201809,DOMINICAN REPUBLIC,10,1
I,201809,ECUADOR,84,1.32
I,201809,GERMANY,7,12
I,201809,GERMANY,48,49
I,201809,GUATEMALA,13,0.39
I,201809,GUATEMALA,87,0
I,201809,HONDURAS,82,0
I,201809,NEW ZEALAND,22,31
I,201809,PANAMA,69,1.1
I,201809,PEOPLES REP OF CHINA,,2
I,201809,PERU,62,10.29
I,201809,PERU,69,41
I,201809,PORTUGAL,85,10.75
I,201809,PORTUGAL,94,20
I,201809,SPAIN-S,62,4.38
I,201809,TRINIDAD AND TOBAGO,86,1.3
I,201809,UNITED KINGDOM,33,11.02
I,201809,UNITED KINGDOM,70,2.17
I,201809,UNITED KINGDOM,96,1
I,201809,ARGENTINA,7,8.01
I,201809,BAHAMAS,4,2
I,201809,BAHAMAS,8,43
I,201809,BAHAMAS,22,7.77
I,201809,BARBADOS,85,2
I,201809,BELGIUM,49,0.05
I,201809,BELGIUM,53,13.99
I,201809,CHILE,28,1
I,201809,COLOMBIA,94,27.44
I,201809,COSTA RICA,30,33.89
I,201809,DOMINICAN REPUBLIC,73,59
I,201809,GERMANY,11,4
I,201809,GERMANY,32,4
I,201809,GERMANY,68,1
I,201809,GUATEMALA,33,2.17
I,201809,HAITI,65,0.02
I,201809,JAMAICA,63,0.31
I,201809,JAMAICA,95,0.37
I,201809,NICARAGUA,9,5
I,201809,NICARAGUA,86,0
I,201809,PERU,22,1
I,201809,PORTUGAL,27,1.97
I,201809,PORTUGAL,72,2.8
I,201809,SPAIN-S,19,27
I,201809,TURKS AND CAICOS IS,87,2
I,201809,UNITED KINGDOM,56,0.36
