Direction,YYYYMM,Foreign Initial Country,HS Code 2 Digit,TEUS
I,201808,ITALY,38,3.5
I,201808,JAMAICA,7,39.46
I,201808,JAMAICA,,11.66
I,201808,LEEWARD AND WINDWARD,,1
I,201808,MEXICO,86,0
I,201808,PANAMA,19,2.01
I,201808,PANAMA,21,9
I,201808,PANAMA,39,16.43
I,201808,SPAIN-S,28,1
I,201808,TRINIDAD AND TOBAGO,55,0
I,201808,URUGUAY,44,53.98
I,201808,VIRGIN ISLAND,89,0.2
I,201808,VIRGIN ISLAND,95,2
I,201808,ARGENTINA,33,4
I,201808,BAHAMAS,34,2.68
I,201808,BAHAMAS,64,4.28
I,201808,CAYMAN ISLANDS,85,1.4
I,201808,CAYMAN ISLANDS,94,0.93
I,201808,COLOMBIA,71,2
I,201808,GUATEMALA,10,2
I,201808,GUATEMALA,54,4.92
I,201808,GUATEMALA,72,7.62
I,201808,INDIA,68,2
I,201808,ITALY,10,3
I,201808,ITALY,73,49.78
I,201808,ITALY,88,6
I,201808,NETHERLANDS,69,2
I,201808,NICARAGUA,10,0.75
I,201808,PANAMA,42,0.66
I,201808,PANAMA,44,231.61
I,201808,PANAMA,83,1.39
I,201808,PERU,17,9
I,201808,PORTUGAL,57,2
I,201808,PORTUGAL,87,1
I,201808,SPAIN-S,29,4.26
I,201808,SPAIN-S,89,10
I,201808,TRINIDAD AND TOBAGO,29,0.71
I,201808,UNITED KINGDOM,88,12
I,201808,URUGUAY,,2
I,201808,BAHAMAS,85,15.92
I,201808,BELGIUM,35,2.18
I,201808,BELGIUM,73,16.81
I,201808,BELGIUM,88,3
I,201808,BRAZIL,29,0.15
I,201808,BRAZIL,68,116.96
I,201808,CAYMAN ISLANDS,48,2.56
I,201808,CAYMAN ISLANDS,72,2
I,201808,CHILE,2,42
I,201808,CHILE,20,94.29
I,201808,COLOMBIA,49,2
I,201808,COLOMBIA,87,23.05
I,201808,DOMINICAN REPUBLIC,25,51.82
I,201808,ECUADOR,16,2.93
I,201808,GERMANY,28,9.75
I,201808,GERMANY,95,65
I,201808,GUATEMALA,9,7.41
I,201808,GUATEMALA,73,14.9
I,201808,GUATEMALA,84,12.77
I,201808,ITALY,29,0.22
I,201808,ITALY,68,15.27
I,201808,ITALY,80,1
I,201808,ITALY,84,68.25
I,201808,LEEWARD AND WINDWARD,92,2
I,201808,NETHERLANDS,85,5
I,201808,NICARAGUA,61,1.34
I,201808,PERU,85,3.44
I,201808,SPAIN-S,95,0.11
I,201808,TRINIDAD AND TOBAGO,3,8
I,201808,TRINIDAD AND TOBAGO,95,0.78
I,201808,VENEZUELA,48,2
I,201808,VENEZUELA,74,12
I,201808,VIRGIN ISLAND,85,4.69
I,201808,ARGENTINA,3,2
I,201808,ARGENTINA,95,1
I,201808,BAHAMAS,7,6.23
I,201808,BAHAMAS,72,20
I,201808,CAYMAN ISLANDS,62,0.33
I,201808,CHILE,3,52
I,201808,CHILE,19,8
I,201808,COLOMBIA,20,57.74
I,201808,DOMINICAN REPUBLIC,6,30
I,201808,DOMINICAN REPUBLIC,42,115.38
I,201808,DOMINICAN REPUBLIC,65,1.5
I,201808,ECUADOR,94,3.62
I,201808,GERMANY,82,0.24
I,201808,HAITI,86,1
I,201808,HONDURAS,20,67.22
I,201808,HONDURAS,32,15.97
I,201808,HONDURAS,62,1818.45
I,201808,LEEWARD AND WINDWARD,76,0.56
I,201808,NETHERLANDS,49,2
I,201808,PANAMA,27,10.33
I,201808,PERU,7,214.41
I,201808,PERU,74,1
I,201808,PERU,,14.87
I,201808,PORTUGAL,25,98.15
I,201808,PORTUGAL,56,0.39
I,201808,TURKS AND CAICOS IS,84,1.53
I,201808,BAHAMAS,32,13.95
I,201808,BAHAMAS,62,6
I,201808,BELGIUM,69,26.43
I,201808,BELGIUM,81,0.18
I,201808,CHILE,22,105.81
I,201808,CHILE,38,14
I,201808,COLOMBIA,21,16.66
I,201808,COLOMBIA,39,55.53
I,201808,COSTA RICA,86,0
I,201808,DOMINICAN REPUBLIC,83,20.92
I,201808,DOMINICAN REPUBLIC,94,11.91
I,201808,DOMINICAN REPUBLIC,96,29.2
I,201808,ECUADOR,,5.67
I,201808,GERMANY,38,2
I,201808,GERMANY,74,1.75
I,201808,GUATEMALA,4,0.67
I,201808,GUATEMALA,8,2198.56
I,201808,GUATEMALA,52,7.8
I,201808,HONDURAS,2,54.02
I,201808,HONDURAS,19,13.83
I,201808,HONDURAS,21,17.65
I,201808,ITALY,71,0.29
I,201808,NETHERLANDS,84,1
I,201808,PERU,11,1.08
I,201808,PORTUGAL,34,2
I,201808,PORTUGAL,42,0.78
I,201808,PORTUGAL,82,3
I,201808,TURKEY,25,6
I,201808,UNITED KINGDOM,87,20.05
I,201808,URUGUAY,85,7
I,201808,ARGENTINA,85,1.87
I,201808,BAHAMAS,15,14.5
I,201808,BELGIUM,76,2
I,201808,COLOMBIA,59,24
I,201808,COLOMBIA,82,4.98
I,201808,COLOMBIA,83,2
I,201808,DOMINICAN REPUBLIC,27,4.65
I,201808,ECUADOR,9,1.29
I,201808,HAITI,42,1
I,201808,HONDURAS,3,58.02
I,201808,HONDURAS,22,26.61
I,201808,ITALY,54,0.48
I,201808,NETHERLANDS ANTILLES,95,0.14
I,201808,NICARAGUA,54,2.18
I,201808,PERU,1,2
I,201808,PERU,15,1
I,201808,PERU,68,5
I,201808,PORTUGAL,85,7.62
I,201808,PORTUGAL,94,12.89
I,201808,TRINIDAD AND TOBAGO,9,0.01
I,201808,UNITED KINGDOM,33,14.83
I,201808,UNITED KINGDOM,49,6.86
I,201808,UNITED KINGDOM,53,0.05
I,201808,BARBADOS,38,32
I,201808,BELGIUM,49,0.42
I,201808,BELIZE,21,4.5
I,201808,CHILE,28,1
I,201808,CHILE,63,0.22
I,201808,DOMINICAN REPUBLIC,35,10.75
I,201808,DOMINICAN REPUBLIC,61,78.31
I,201808,DOMINICAN REPUBLIC,73,67.01
I,201808,GERMANY,9,4
I,201808,GERMANY,84,97.93
I,201808,HAITI,90,14.86
I,201808,ITALY,20,58.29
I,201808,ITALY,97,0.18
I,201808,NETHERLANDS,4,2
I,201808,NETHERLANDS,22,498.02
I,201808,PANAMA,74,1.78
I,201808,PORTUGAL,7,12.1
I,201808,PORTUGAL,72,4.41
I,201808,PORTUGAL,,11.59
I,201808,TRINIDAD AND TOBAGO,21,9.66
I,201808,TURKEY,31,44
I,201808,TURKS AND CAICOS IS,87,2.47
I,201808,VENEZUELA,42,1
I,201808,VIRGIN ISLAND,44,18.26
I,201808,ARGENTINA,68,1.75
I,201808,BAHAMAS,40,2.33
I,201808,BAHAMAS,48,65.48
I,201808,BAHAMAS,57,0.38
I,201808,BAHAMAS,70,67
I,201808,BELGIUM,20,12
I,201808,BELGIUM,32,1
I,201808,BELGIUM,97,1
I,201808,BELIZE,22,0.67
I,201808,COLOMBIA,28,5
I,201808,COSTA RICA,94,18.75
I,201808,COSTA RICA,96,2
I,201808,DOMINICAN REPUBLIC,34,17.75
I,201808,DOMINICAN REPUBLIC,64,27.09
I,201808,DOMINICAN REPUBLIC,69,27.75
I,201808,GERMANY,52,1
I,201808,GUATEMALA,60,5.23
I,201808,GUATEMALA,63,60.72
I,201808,ITALY,19,101.39
I,201808,ITALY,21,17.2
I,201808,ITALY,42,4.74
I,201808,ITALY,59,1
I,201808,ITALY,82,3
I,201808,JAMAICA,30,0.14
I,201808,NETHERLANDS,40,8
I,201808,NETHERLANDS ANTILLES,12,13.17
I,201808,NICARAGUA,2,38
I,201808,NICARAGUA,21,0.09
I,201808,PERU,40,6
I,201808,SPAIN-S,44,3.25
I,201808,SPAIN-S,57,0.17
I,201808,TRINIDAD AND TOBAGO,22,23.13
I,201808,TRINIDAD AND TOBAGO,44,22
I,201808,TURKS AND CAICOS IS,40,1
I,201808,UNITED KINGDOM,39,12.11
I,201808,UNITED KINGDOM,82,1.21
I,201808,VENEZUELA,96,1
I,201808,BAHAMAS,60,0.91
I,201808,BELGIUM,19,4.25
I,201808,BELGIUM,30,0.5
I,201808,BELGIUM,39,26.87
I,201808,BRAZIL,13,0.44
I,201808,BRAZIL,42,22.44
I,201808,BRAZIL,44,1492.55
I,201808,BRAZIL,83,0.69
I,201808,BRAZIL,90,2.25
I,201808,CHILE,16,4
I,201808,COLOMBIA,15,2
I,201808,COSTA RICA,,51.85
I,201808,GERMANY,90,12
I,201808,GUATEMALA,3,8.21
I,201808,GUATEMALA,95,5.72
I,201808,HAITI,,26.62
I,201808,ITALY,44,28.9
I,201808,ITALY,83,8.04
I,201808,MEXICO,,0.67
I,201808,NICARAGUA,8,2
I,201808,NICARAGUA,22,47.82
I,201808,PANAMA,62,3
I,201808,PANAMA,86,0
I,201808,PORTUGAL,15,4
I,201808,SPAIN-S,70,67.12
I,201808,SPAIN-S,87,5
I,201808,TURKS AND CAICOS IS,89,1
I,201808,UNITED KINGDOM,17,3.75
I,201808,VENEZUELA,27,16.27
I,201808,ARGENTINA,44,13
I,201808,BAHAMAS,25,394.91
I,201808,BRAZIL,33,2.38
I,201808,BRAZIL,96,2
I,201808,COSTA RICA,73,3.35
I,201808,DOMINICAN REPUBLIC,24,310.27
I,201808,GERMANY,87,14.92
I,201808,GUATEMALA,38,1.23
I,201808,HONDURAS,23,5.05
I,201808,ITALY,27,9
I,201808,LEEWARD AND WINDWARD,73,1
I,201808,MEXICO,62,2.34
I,201808,NETHERLANDS,89,19.9
I,201808,NETHERLANDS ANTILLES,84,5.42
I,201808,PERU,56,2
I,201808,SPAIN-S,33,2.04
I,201808,THAILAND,20,8
I,201808,TRINIDAD AND TOBAGO,33,0.71
I,201808,TURKS AND CAICOS IS,95,5
I,201808,UNITED KINGDOM,38,1
I,201808,UNITED KINGDOM,85,9.75
I,201808,URUGUAY,70,4
I,201808,VIRGIN ISLAND,25,3.5
I,201808,ARGENTINA,49,1
I,201808,ARGENTINA,86,2
I,201808,BAHAMAS,42,10.88
I,201808,BRAZIL,27,1.99
I,201808,BRAZIL,28,2
I,201808,BRAZIL,35,1.75
I,201808,BRAZIL,47,0.4
I,201808,BRAZIL,,40.6
I,201808,CHILE,84,9.92
I,201808,COLOMBIA,48,78.5
I,201808,COLOMBIA,57,1.02
I,201808,COLOMBIA,74,6
I,201808,COSTA RICA,34,1
I,201808,DOMINICAN REPUBLIC,20,53.91
I,201808,DOMINICAN REPUBLIC,32,1.15
I,201808,DOMINICAN REPUBLIC,62,1013.39
I,201808,ECUADOR,61,1
I,201808,ITALY,28,0.13
I,201808,JAMAICA,73,26
I,201808,LEEWARD AND WINDWARD,84,0.01
I,201808,NETHERLANDS,95,12
I,201808,PANAMA,90,2.1
I,201808,PERU,25,29
I,201808,PERU,34,14
I,201808,PORTUGAL,48,22.73
I,201808,PORTUGAL,70,25.5
I,201808,SPAIN-S,25,231.13
I,201808,UNITED KINGDOM,89,5.98
I,201808,UNITED KINGDOM,,23.12
I,201808,URUGUAY,33,0.43
I,201808,VIRGIN ISLAND,82,0.39
I,201808,BAHAMAS,94,125.92
I,201808,BARBADOS,86,0
I,201808,BRAZIL,89,4
I,201808,CAYMAN ISLANDS,27,1
I,201808,DOMINICAN REPUBLIC,19,12
I,201808,DOMINICAN REPUBLIC,21,22.2
I,201808,ECUADOR,3,42.92
I,201808,GERMANY,56,2
I,201808,GERMANY,89,50.73
I,201808,GUATEMALA,43,6
I,201808,HAITI,72,2
I,201808,HONDURAS,76,14.27
I,201808,NETHERLANDS ANTILLES,87,4.4
I,201808,PERU,83,0.43
I,201808,PERU,94,28.44
I,201808,SPAIN-S,42,4.75
I,201808,SPAIN-S,82,6.25
I,201808,UNITED KINGDOM,29,4.55
I,201808,UNITED KINGDOM,68,2.09
I,201808,VIRGIN ISLAND,72,60
I,201808,ARGENTINA,39,1
I,201808,BAHAMAS,27,17.56
I,201808,BAHAMAS,31,0.02
I,201808,BAHAMAS,,70.15
I,201808,BELGIUM,29,22
I,201808,BELGIUM,50,8
I,201808,BELGIUM,95,2.08
I,201808,BRAZIL,64,12.58
I,201808,CHILE,39,1
I,201808,CHILE,42,44
I,201808,COLOMBIA,86,0
I,201808,COSTA RICA,48,5.71
I,201808,GERMANY,34,6
I,201808,GERMANY,42,3.03
I,201808,GERMANY,83,4
I,201808,HAITI,62,365.81
I,201808,HONDURAS,9,2.26
I,201808,HONDURAS,84,43.73
I,201808,HONDURAS,86,12.42
I,201808,JAMAICA,8,4
I,201808,NETHERLANDS ANTILLES,33,1
I,201808,NICARAGUA,3,2
I,201808,PANAMA,,60.95
I,201808,PERU,10,9.01
I,201808,SPAIN-S,31,21
I,201808,SPAIN-S,72,1.75
I,201808,SPAIN-S,85,7.94
I,201808,SPAIN-S,94,69.98
I,201808,VENEZUELA,7,1
I,201808,VIRGIN ISLAND,,19.95
I,201808,ARGENTINA,17,10
I,201808,ARGENTINA,18,2
I,201808,BAHAMAS,11,2.09
I,201808,BAHAMAS,73,32.74
I,201808,BELGIUM,16,1
I,201808,BRAZIL,57,0.1
I,201808,BRAZIL,74,8
I,201808,COSTA RICA,62,1.31
I,201808,DOMINICAN REPUBLIC,40,44.33
I,201808,GERMANY,18,35.5
I,201808,GERMANY,85,52.68
I,201808,GERMANY,94,23.1
I,201808,HONDURAS,39,148.5
I,201808,ITALY,57,2.67
I,201808,JAMAICA,48,0.14
I,201808,PANAMA,89,2
I,201808,PEOPLES REP OF CHINA,83,1
I,201808,PERU,73,1
I,201808,PORTUGAL,45,3.75
I,201808,SPAIN-S,7,36.75
I,201808,SPAIN-S,,42.15
I,201808,TURKEY,19,2
I,201808,UNITED KINGDOM,48,5.25
I,201808,VENEZUELA,32,10
