Direction,YYYYMM,Foreign Initial Country,HS Code 2 Digit,TEUS
I,201712,MEXICO,39,2
I,201712,NETHERLANDS ANTILLES,22,4
I,201712,NICARAGUA,61,18.11
I,201712,PANAMA,17,3
I,201712,PERU,17,2
I,201712,SPAIN-S,82,6.62
I,201712,SPAIN-S,89,22.64
I,201712,SPAIN-S,95,1
I,201712,UNITED KINGDOM,73,0.57
I,201712,UNITED KINGDOM,84,16.01
I,201712,URUGUAY,28,4
I,201712,VIRGIN ISLAND,38,2
I,201712,ARGENTINA,39,2.75
I,201712,BAHAMAS,85,16.54
I,201712,BELGIUM,50,11
I,201712,BELGIUM,73,7.29
I,201712,BRAZIL,29,7.59
I,201712,CHILE,19,4
I,201712,COLOMBIA,49,4.31
I,201712,GERMANY,29,1.76
I,201712,GERMANY,89,24.56
I,201712,GERMANY,95,12.55
I,201712,GUATEMALA,9,2.33
I,201712,MEXICO,87,2
I,201712,PERU,18,0.48
I,201712,PERU,85,4.11
I,201712,PERU,94,20
I,201712,TURKS AND CAICOS IS,27,84.2
I,201712,ARGENTINA,17,2
I,201712,BAHAMAS,7,4.05
I,201712,BAHAMAS,,82.69
I,201712,BELGIUM,64,0
I,201712,BELGIUM,66,0
I,201712,BRAZIL,16,9
I,201712,BRAZIL,23,0.25
I,201712,COLOMBIA,9,13
I,201712,COSTA RICA,87,6.76
I,201712,DOMINICAN REPUBLIC,44,13.18
I,201712,DOMINICAN REPUBLIC,90,400.7
I,201712,ECUADOR,94,0.5
I,201712,GUATEMALA,52,14.31
I,201712,GUATEMALA,69,6.27
I,201712,HAITI,86,0
I,201712,HONDURAS,32,11.08
I,201712,INDIA,44,2
I,201712,ITALY,8,1
I,201712,NETHERLANDS,7,2
I,201712,PANAMA,28,2
I,201712,PANAMA,47,40
I,201712,PANAMA,,23.84
I,201712,PORTUGAL,39,4
I,201712,SPAIN-S,38,0
I,201712,SPAIN-S,74,3
I,201712,VENEZUELA,86,9.89
I,201712,VIRGIN ISLAND,86,14.5
I,201712,BAHAMAS,15,3.9
I,201712,BAHAMAS,68,79.77
I,201712,COLOMBIA,6,18.19
I,201712,COLOMBIA,19,19.01
I,201712,COLOMBIA,21,26.38
I,201712,COLOMBIA,39,78.94
I,201712,COLOMBIA,82,5.99
I,201712,COSTA RICA,86,41
I,201712,DOMINICAN REPUBLIC,33,29.23
I,201712,DOMINICAN REPUBLIC,96,15.46
I,201712,ECUADOR,7,36.15
I,201712,ECUADOR,,23.82
I,201712,GUATEMALA,4,0.75
I,201712,GUATEMALA,8,4217.1
I,201712,GUATEMALA,22,20.66
I,201712,GUATEMALA,76,6
I,201712,HONDURAS,39,150.59
I,201712,ITALY,49,3.05
I,201712,ITALY,54,0.56
I,201712,ITALY,57,0.54
I,201712,ITALY,76,6.08
I,201712,NETHERLANDS,20,0
I,201712,NICARAGUA,72,2
I,201712,NICARAGUA,94,1
I,201712,PANAMA,29,3
I,201712,PANAMA,95,2.12
I,201712,PERU,28,0.33
I,201712,TRINIDAD AND TOBAGO,73,3.61
I,201712,UNITED KINGDOM,49,2.4
I,201712,UNITED KINGDOM,87,3.56
I,201712,URUGUAY,12,2
I,201712,ARGENTINA,7,6
I,201712,ARGENTINA,12,2.67
I,201712,BAHAMAS,26,2
I,201712,BELIZE,21,12.94
I,201712,BRAZIL,9,8
I,201712,BRAZIL,49,1.08
I,201712,BRAZIL,86,1.75
I,201712,COLOMBIA,13,2
I,201712,COLOMBIA,17,26
I,201712,COLOMBIA,18,3.31
I,201712,COLOMBIA,90,12
I,201712,DOMINICAN REPUBLIC,27,1
I,201712,DOMINICAN REPUBLIC,,138.27
I,201712,GUATEMALA,49,0.18
I,201712,ITALY,9,4
I,201712,JAMAICA,86,97
I,201712,MEXICO,89,2
I,201712,NETHERLANDS,21,4
I,201712,NETHERLANDS ANTILLES,95,2
I,201712,NICARAGUA,10,0.84
I,201712,NICARAGUA,73,0.91
I,201712,PANAMA,26,2
I,201712,SPAIN-S,15,67.6
I,201712,SPAIN-S,68,37.39
I,201712,TRINIDAD AND TOBAGO,9,0.1
I,201712,TRINIDAD AND TOBAGO,84,17.33
I,201712,UNITED KINGDOM,53,0.06
I,201712,BELGIUM,11,4.78
I,201712,BELGIUM,32,4
I,201712,BELGIUM,62,8
I,201712,CAYMAN ISLANDS,87,2.5
I,201712,COSTA RICA,6,43.22
I,201712,COSTA RICA,90,66.62
I,201712,ECUADOR,8,125.36
I,201712,ECUADOR,69,16.99
I,201712,INDIA,25,1
I,201712,ISRAEL,69,0.32
I,201712,ITALY,39,34.11
I,201712,MEXICO,94,1
I,201712,NETHERLANDS,22,387.04
I,201712,PANAMA,48,147.77
I,201712,PORTUGAL,7,2
I,201712,PORTUGAL,,6.5
I,201712,UNITED KINGDOM,2,6.13
I,201712,UNITED KINGDOM,21,1.01
I,201712,UNITED KINGDOM,56,0.12
I,201712,UNITED KINGDOM,97,0.13
I,201712,VENEZUELA,44,26
I,201712,VENEZUELA,87,30.25
I,201712,VIRGIN ISLAND,87,82.1
I,201712,ARGENTINA,15,2
I,201712,BAHAMAS,70,3
I,201712,BELGIUM,2,4
I,201712,BELGIUM,20,22
I,201712,BELGIUM,21,8
I,201712,BRAZIL,39,131.06
I,201712,BRAZIL,59,2
I,201712,BRAZIL,82,7.02
I,201712,CHILE,16,2
I,201712,COLOMBIA,28,8.33
I,201712,COLOMBIA,35,2
I,201712,COLOMBIA,63,3
I,201712,COLOMBIA,,120.63
I,201712,DOMINICAN REPUBLIC,34,3
I,201712,DOMINICAN REPUBLIC,94,49.2
I,201712,ECUADOR,41,0.25
I,201712,GERMANY,8,2.55
I,201712,GUATEMALA,3,34
I,201712,GUATEMALA,95,1.65
I,201712,HAITI,,4.67
I,201712,HONDURAS,55,6.75
I,201712,HONDURAS,60,1.34
I,201712,HONDURAS,61,239.53
I,201712,HONDURAS,63,17.57
I,201712,HONDURAS,73,1
I,201712,ITALY,17,0.14
I,201712,ITALY,82,2.2
I,201712,JAMAICA,94,2.73
I,201712,NICARAGUA,19,0.03
I,201712,PEOPLES REP OF CHINA,34,2
I,201712,PORTUGAL,15,5.97
I,201712,SPAIN-S,90,3
I,201712,TURKEY,73,20
I,201712,UNITED KINGDOM,17,1.75
I,201712,UNITED KINGDOM,19,22
I,201712,UNITED KINGDOM,42,5
I,201712,UNITED KINGDOM,44,1.26
I,201712,UNITED KINGDOM,59,2
I,201712,UNITED KINGDOM,95,0.42
I,201712,VENEZUELA,96,0.02
I,201712,BELGIUM,19,2
I,201712,BELGIUM,22,273.44
I,201712,BRAZIL,87,26.37
I,201712,COLOMBIA,29,10.24
I,201712,COLOMBIA,95,32.62
I,201712,COSTA RICA,,48.33
I,201712,DOMINICAN REPUBLIC,48,19
I,201712,DOMINICAN REPUBLIC,72,12
I,201712,DOMINICAN REPUBLIC,76,6
I,201712,DOMINICAN REPUBLIC,85,164.13
I,201712,ECUADOR,70,0.25
I,201712,GERMANY,44,49.5
I,201712,GERMANY,71,0.13
I,201712,GERMANY,87,19.75
I,201712,GUATEMALA,30,0.8
I,201712,HONDURAS,29,7.25
I,201712,HONDURAS,95,5.69
I,201712,ISRAEL,48,1
I,201712,ITALY,18,1.75
I,201712,NETHERLANDS ANTILLES,73,5.09
I,201712,NETHERLANDS ANTILLES,84,0.36
I,201712,NICARAGUA,22,16.86
I,201712,NICARAGUA,41,0.8
I,201712,PERU,86,0
I,201712,TURKEY,69,1
I,201712,UNITED KINGDOM,75,0.25
I,201712,UNITED KINGDOM,83,4.49
I,201712,BAHAMAS,30,2
I,201712,BAHAMAS,56,6
I,201712,COLOMBIA,23,2
I,201712,DOMINICAN REPUBLIC,7,63.93
I,201712,GERMANY,33,3
I,201712,GERMANY,49,2
I,201712,GERMANY,86,4
I,201712,GUATEMALA,38,1.31
I,201712,JAMAICA,73,46
I,201712,JAMAICA,,12.3
I,201712,LEEWARD AND WINDWARD,28,1
I,201712,PERU,25,41
I,201712,PERU,39,4
I,201712,TRINIDAD AND TOBAGO,63,2
I,201712,UNITED KINGDOM,88,4.99
I,201712,VENEZUELA,25,2.25
I,201712,VENEZUELA,34,4
I,201712,VIRGIN ISLAND,42,7.76
I,201712,VIRGIN ISLAND,89,2
I,201712,ARGENTINA,86,4
I,201712,BAHAMAS,42,1
I,201712,BAHAMAS,65,0.04
I,201712,BAHAMAS,83,3.01
I,201712,BELGIUM,88,0
I,201712,BRAZIL,63,2
I,201712,CHILE,84,1.08
I,201712,DOMINICAN REPUBLIC,62,526.22
I,201712,GUATEMALA,10,2.25
I,201712,GUATEMALA,55,0.28
I,201712,GUATEMALA,63,35.78
I,201712,GUATEMALA,88,0.13
I,201712,INDONESIA,62,1
I,201712,ITALY,28,0.16
I,201712,ITALY,63,2
I,201712,ITALY,89,48.47
I,201712,MEXICO,37,2
I,201712,PANAMA,44,407.96
I,201712,PANAMA,83,2
I,201712,PANAMA,87,4.57
I,201712,PANAMA,90,6
I,201712,PORTUGAL,70,63
I,201712,PUERTO RICO,86,222
I,201712,SPAIN-S,42,5.5
I,201712,TRINIDAD AND TOBAGO,3,25
I,201712,VENEZUELA,94,7
I,201712,VIRGIN ISLAND,94,7.23
I,201712,BAHAMAS,94,29.74
I,201712,BARBADOS,86,0
I,201712,BELGIUM,28,12.18
I,201712,BELGIUM,63,1
I,201712,BRAZIL,95,2.57
I,201712,CAYMAN ISLANDS,27,3.5
I,201712,CAYMAN ISLANDS,,3.42
I,201712,CHILE,20,68
I,201712,COLOMBIA,86,2
I,201712,GERMANY,39,25.1
I,201712,GERMANY,82,0.59
I,201712,GUATEMALA,73,13.71
I,201712,GUATEMALA,84,7.22
I,201712,HONDURAS,9,8.16
I,201712,HONDURAS,54,1
I,201712,INDIA,69,1
I,201712,ITALY,95,0.71
I,201712,LEEWARD AND WINDWARD,81,3
I,201712,MEXICO,44,20
I,201712,NETHERLANDS,38,1
I,201712,NETHERLANDS ANTILLES,87,2.6
I,201712,NICARAGUA,3,12
I,201712,PANAMA,33,6.5
I,201712,PORTUGAL,11,6.5
I,201712,SPAIN-S,34,3
I,201712,SPAIN-S,83,7.52
I,201712,SPAIN-S,94,43.04
I,201712,UNITED KINGDOM,29,0.25
I,201712,VENEZUELA,48,0.07
I,201712,VIRGIN ISLAND,72,6
I,201712,VIRGIN ISLAND,85,5.89
